separator,mod,plugin,signature,formid,editor_id,name,covered_by,triage,candidate_deities,notes,candidate_deities_canonical,reachable_races
Gameplay - Wet and Cold,FurArmorSetSE (FrostFall Aware) - Update,FurSet by keung.esp,ENCH,FurSet by keung.esp:015EAC,EnchReligiousSheogorth_30,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record ENCH|furset by keung.esp|015EAC. Primary review: lighting, compatibility, update, or balance patch records are not authoritative devotional sources; defining content records are reviewed separately.",,
Gameplay - Wet and Cold,FurArmorSetSE (FrostFall Aware) - Update,FurSet by keung.esp,ENCH,FurSet by keung.esp:015EAD,EnchReligiousSheogorth_35,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record ENCH|furset by keung.esp|015EAD. Primary review: lighting, compatibility, update, or balance patch records are not authoritative devotional sources; defining content records are reviewed separately.",,
Gameplay - Wet and Cold,FurArmorSetSE (FrostFall Aware) - Update,FurSet by keung.esp,ENCH,FurSet by keung.esp:015EAE,EnchReligiousSheogorth_40,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record ENCH|furset by keung.esp|015EAE. Primary review: lighting, compatibility, update, or balance patch records are not authoritative devotional sources; defining content records are reviewed separately.",,
Gameplay - Wet and Cold,FurArmorSetSE (FrostFall Aware) - Update,FurSet by keung.esp,ENCH,FurSet by keung.esp:015EAF,EnchReligiousSheogorth_45,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record ENCH|furset by keung.esp|015EAF. Primary review: lighting, compatibility, update, or balance patch records are not authoritative devotional sources; defining content records are reviewed separately.",,
Gameplay - Wet and Cold,FurArmorSetSE (FrostFall Aware) - Update,FurSet by keung.esp,ENCH,FurSet by keung.esp:015EB0,EnchReligiousSheogorth_50,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record ENCH|furset by keung.esp|015EB0. Primary review: lighting, compatibility, update, or balance patch records are not authoritative devotional sources; defining content records are reviewed separately.",,
Gameplay - Wet and Cold,FurArmorSetSE (FrostFall Aware) - Update,FurSet by keung.esp,ENCH,FurSet by keung.esp:015EBD,EnchReligiousMara_10,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record ENCH|furset by keung.esp|015EBD. Primary review: lighting, compatibility, update, or balance patch records are not authoritative devotional sources; defining content records are reviewed separately.",,
Gameplay - Wet and Cold,FurArmorSetSE (FrostFall Aware) - Update,FurSet by keung.esp,ENCH,FurSet by keung.esp:015EBE,EnchReligiousStendarr_05x2,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record ENCH|furset by keung.esp|015EBE. Primary review: lighting, compatibility, update, or balance patch records are not authoritative devotional sources; defining content records are reviewed separately.",,
Gameplay - Wet and Cold,FurArmorSetSE (FrostFall Aware) - Update,FurSet by keung.esp,ENCH,FurSet by keung.esp:015EC8,EnchReligiousBoethiah_W07,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record ENCH|furset by keung.esp|015EC8. Primary review: lighting, compatibility, update, or balance patch records are not authoritative devotional sources; defining content records are reviewed separately.",,
Gameplay - Wet and Cold,FurArmorSetSE (FrostFall Aware) - Update,FurSet by keung.esp,ENCH,FurSet by keung.esp:015EC9,EnchReligiousBoethiah_W10,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record ENCH|furset by keung.esp|015EC9. Primary review: lighting, compatibility, update, or balance patch records are not authoritative devotional sources; defining content records are reviewed separately.",,
Gameplay - Wet and Cold,FurArmorSetSE (FrostFall Aware) - Update,FurSet by keung.esp,ENCH,FurSet by keung.esp:015ECA,EnchReligiousBoethiah_W12,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record ENCH|furset by keung.esp|015ECA. Primary review: lighting, compatibility, update, or balance patch records are not authoritative devotional sources; defining content records are reviewed separately.",,
Gameplay - Wet and Cold,FurArmorSetSE (FrostFall Aware) - Update,FurSet by keung.esp,ENCH,FurSet by keung.esp:015ECB,EnchReligiousBoethiah_W15,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record ENCH|furset by keung.esp|015ECB. Primary review: lighting, compatibility, update, or balance patch records are not authoritative devotional sources; defining content records are reviewed separately.",,
Gameplay - Wet and Cold,FurArmorSetSE (FrostFall Aware) - Update,FurSet by keung.esp,ENCH,FurSet by keung.esp:015ECC,EnchReligiousBoethiah_W17,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record ENCH|furset by keung.esp|015ECC. Primary review: lighting, compatibility, update, or balance patch records are not authoritative devotional sources; defining content records are reviewed separately.",,
Gameplay - Wet and Cold,FurArmorSetSE (FrostFall Aware) - Update,FurSet by keung.esp,ENCH,FurSet by keung.esp:015ECD,EnchReligiousBoethiah_W20,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record ENCH|furset by keung.esp|015ECD. Primary review: lighting, compatibility, update, or balance patch records are not authoritative devotional sources; defining content records are reviewed separately.",,
Gameplay - Magic Mods,Dark Hierophant Magic,Ghostlight.esl,ENCH,Ghostlight.esl:00089D,_BL_PenanceSummonWeaponEnch,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record ENCH|ghostlight.esl|00089D. Primary review: source magic inspected; tomes, equipment, internal effects, NPC helpers, and generic/theology-stretch spells are rejected; explicit top-level faith-coded player spells are reviewed separately.",,
Gameplay - Magic Mods,Obscure Magic,KittySpellPack01.esl,ENCH,KittySpellPack01.esl:00081F,_K01_AedricScepterEnch,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 2 load-order occurrence(s) reconciled to defining record ENCH|kittyspellpack01.esl|00081F. Primary review: source magic inspected; tomes, equipment, internal effects, NPC helpers, and generic/theology-stretch spells are rejected; explicit top-level faith-coded player spells are reviewed separately.",,
Quests and Newlands - Misc,Wild Witch Outfit - CBBE 3BA - HDT-SMP,ksws03.esp,ENCH,ksws03.esp:00081C,ksws03_weap_enchant,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record ENCH|ksws03.esp|00081C. Primary review: follower support, ordinary equipment, quest-support items, generic notes, flora, fauna, or world records do not encode a separate player devotional act after theology-stretch and double-credit review.",,
Quests and Newlands - Modded Followers,M'rissi's Quest Tweaks and Fixes (ESL),MrissiQuestTweak.esp,ENCH,MrissiTailOfTroubles.esp:401333,MRTmarriageRingDench,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record ENCH|mrissitailoftroubles.esp|401333. Primary review: compatibility, balance, seasonal, visual, or replacer records are not authoritative devotional sources; defining content is reviewed separately.",,
Quests and Newlands - Modded Followers,M'rissi's Quest Tweaks and Fixes (ESL),MrissiQuestTweak.esp,ENCH,MrissiTailOfTroubles.esp:401334,MRTmarriageRingEench,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record ENCH|mrissitailoftroubles.esp|401334. Primary review: compatibility, balance, seasonal, visual, or replacer records are not authoritative devotional sources; defining content is reviewed separately.",,
Quests and Newlands - Modded Followers,M'rissi's Quest Tweaks and Fixes (ESL),MrissiQuestTweak.esp,ENCH,MrissiTailOfTroubles.esp:401336,MRTmarriageRingSench,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record ENCH|mrissitailoftroubles.esp|401336. Primary review: compatibility, balance, seasonal, visual, or replacer records are not authoritative devotional sources; defining content is reviewed separately.",,
Quests and Newlands - Modded Followers,M'rissi's Quest Tweaks and Fixes (ESL),MrissiQuestTweak.esp,ENCH,MrissiTailOfTroubles.esp:401338,MRTmarriageRingRench,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record ENCH|mrissitailoftroubles.esp|401338. Primary review: compatibility, balance, seasonal, visual, or replacer records are not authoritative devotional sources; defining content is reviewed separately.",,
Quests and Newlands - Modded Followers,M'rissi's Quest Tweaks and Fixes (ESL),MrissiQuestTweak.esp,ENCH,MrissiTailOfTroubles.esp:41576B,MRTmarriageRingEnch,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record ENCH|mrissitailoftroubles.esp|41576B. Primary review: compatibility, balance, seasonal, visual, or replacer records are not authoritative devotional sources; defining content is reviewed separately.",,
Gameplay - Requiem - Tweaks and Fixes,Requiem - Enchanted Rings,Requiem - Enchanted Rings.esp,ENCH,Requiem - Enchanted Rings.esp:000801,ER_Ench_Armor_Mark&Recall,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record ENCH|requiem - enchanted rings.esp|000801. Primary review: patch, overhaul, balance, or system records are not authoritative new devotional actions; defining content and existing canonical behaviors are reviewed separately.",,
Gameplay - Requiem - Tweaks and Fixes,Requiem - Enchanted Rings,Requiem - Enchanted Rings.esp,ENCH,Requiem - Enchanted Rings.esp:00080C,ER_Ench_Armor_DetectAura,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record ENCH|requiem - enchanted rings.esp|00080C. Primary review: patch, overhaul, balance, or system records are not authoritative new devotional actions; defining content and existing canonical behaviors are reviewed separately.",,
Gameplay - Requiem - Tweaks and Fixes,Requiem - Enchanted Rings,Requiem - Enchanted Rings.esp,ENCH,Requiem - Enchanted Rings.esp:000812,ER_Ench_Armor_Waterwalking,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record ENCH|requiem - enchanted rings.esp|000812. Primary review: patch, overhaul, balance, or system records are not authoritative new devotional actions; defining content and existing canonical behaviors are reviewed separately.",,
Gameplay - Requiem - Tweaks and Fixes,Requiem - Enchanted Rings,Requiem - Enchanted Rings.esp,ENCH,Requiem - Enchanted Rings.esp:000816,ER_Ench_Armor_Featherfalling,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record ENCH|requiem - enchanted rings.esp|000816. Primary review: patch, overhaul, balance, or system records are not authoritative new devotional actions; defining content and existing canonical behaviors are reviewed separately.",,
Gameplay - Requiem - Tweaks and Fixes,Requiem - Enchanted Rings,Requiem - Enchanted Rings.esp,ENCH,Requiem - Enchanted Rings.esp:000817,ER_Ench_Armor_NightEye,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record ENCH|requiem - enchanted rings.esp|000817. Primary review: patch, overhaul, balance, or system records are not authoritative new devotional actions; defining content and existing canonical behaviors are reviewed separately.",,
Gameplay - Requiem - Tweaks and Fixes,Requiem - Enchanted Rings,Requiem - Enchanted Rings.esp,ENCH,Requiem - Enchanted Rings.esp:000823,ER_Ench_Armor_CureSelf,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record ENCH|requiem - enchanted rings.esp|000823. Primary review: patch, overhaul, balance, or system records are not authoritative new devotional actions; defining content and existing canonical behaviors are reviewed separately.",,
Gameplay - Requiem - Tweaks and Fixes,Requiem - Enchanted Rings,Requiem - Enchanted Rings.esp,ENCH,Requiem - Enchanted Rings.esp:000828,ER_Ench_Armor_Clairvoyance,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record ENCH|requiem - enchanted rings.esp|000828. Primary review: patch, overhaul, balance, or system records are not authoritative new devotional actions; defining content and existing canonical behaviors are reviewed separately.",,
Gameplay - Requiem - Tweaks and Fixes,Requiem - Enchanted Rings,Requiem - Enchanted Rings.esp,ENCH,Requiem - Enchanted Rings.esp:00082F,ER_Ench_Armor_BoundBow,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record ENCH|requiem - enchanted rings.esp|00082F. Primary review: patch, overhaul, balance, or system records are not authoritative new devotional actions; defining content and existing canonical behaviors are reviewed separately.",,
