id,surface,race,target,tier,verify_layer,verdict,detail,requirement,authority
BC-0728,other,ALL,Hard Survival/Requiem dependency,FUTURE,esp,FUTURE,"1.0/V2 tier; tracked, not gated.",PDV must not ship with a hard Survival Mode or Requiem dependency in V1.,PDV_Architecture_v3.md Section21.3 Explicit non-goals for 1.0
BC-0730,other,ALL,Localization,FUTURE,data,FUTURE,"1.0/V2 tier; tracked, not gated.",All player-facing strings ship as ASCII English in V1; a second-pass localization effort is deferred to post-1.0; the architecture supports it via string-table externalization.,PDV_Architecture_v3.md Section23 Open architectural decisions deferred past 1.0
BC-0733,other,ALL,MCM Player-tab copy (sections 16.1/16.4),FUTURE,data,FUTURE,"1.0/V2 tier; tracked, not gated.",The MCM player-tab copy referenced in PDV_TargetEndStates_1.0.md sections 16.1 and 16.4 is deferred-with-dependency and must not be treated as a blocking V1 requirement.,PDV_TargetEndStates_1.0.md 1.0 Acceptance Tracker deferred-with-dependency note
BC-0734,other,ALL,Multi-character cross-save patron memory,FUTURE,data,FUTURE,"1.0/V2 tier; tracked, not gated.",Cross-save persistence of patron memory between characters is explicitly deferred post-1.0; each save is independent.,PDV_Architecture_v3.md Section23 Open architectural decisions deferred past 1.0
BC-0742,other,ALL,Original multi-stage questlines,FUTURE,data,FUTURE,"1.0/V2 tier; tracked, not gated.",No original multi-stage questlines may be built for V1; only existing gameplay loops and CK-gated interactions are in scope for 1.0.,PDV_Architecture_v3.md Section21.3 Explicit non-goals for 1.0
BC-0743,other,ALL,Phase 21 compatibility package (CAT-6 Phase 21 compat),FUTURE,data,FUTURE,"1.0/V2 tier; tracked, not gated.","Phase 21 Authoria-first compatibility package (accepted Authoria/ARR integration-test, six other Bordello target lists patch-packaged) must wait until the mod's full content surface is stable enough to test against modlists.",PDV_TargetEndStates_1.0.md Section1.0 Compatibility Gate; PDV_Architecture_v3.md Section21 Phase 21 row
BC-0744,other,ALL,Post-1.0 patron switching / rupture / restoration feature,FUTURE,source,FUTURE,"1.0/V2 tier; tracked, not gated.",In-world patron switching / reorientation must not be built for V1; it is explicitly deferred as a post-1.0 explicit rupture/restoration feature.,PDV_Architecture_v3.md Section12 patron commitment Section12.4 multi-offer; Section16.4
BC-0746,other,ALL,Quest-reaction matrix Papyrus/ESP wiring,FUTURE,data,FUTURE,"1.0/V2 tier; tracked, not gated.","The quest-reaction matrix Papyrus and ESP wiring (ApplyDeityReaction award, PDV_PlayerEvents RegisterForQuestStage hooks, and Part C2 race-stance modulation) is deferred as the next Codex implementation wave; design is frozen as data.",PDV_Architecture_v3.md Sectionv3.91 addendum Section5.8
BC-0747,other,ALL,Recognition dialogue scale packet (39 PDV_Dlog_*_Recognition stubs),FUTURE,esp,FUTURE,"1.0/V2 tier; tracked, not gated.",All 39 PDV_Dlog_*_Recognition dialogue stub records across the roster are deferred to V2; PDV_RecognitionDialogueScalePacket.md is a V2-flagged planning document.,PDV_Architecture_v3.md Section21.3; v3.77 addendum
BC-0748,other,ALL,SPID runtime distribution,FUTURE,data,FUTURE,"1.0/V2 tier; tracked, not gated.",SPID (Spell Perk Item Distributor) must remain deferred for PDV NPC/base-actor distribution; the offline patcher owns NPC/base-actor distribution unless a runtime-only feature proves the need.,PDV_Architecture_v3.md Section20.1 Compatibility tools SectionSPID
BC-0749,other,ALL,v1 save storage migration path,FUTURE,data,FUTURE,"1.0/V2 tier; tracked, not gated.",A formal v1-to-v2/v3 save migration path (beyond the documented PDV_GLO_DevotionLevel dead-global and Kyne piety reseed) must be treated as a save-game gotcha to document in the mod page changelog at 1.0; no active migration script is required.,PDV_Architecture_v3.md Section3.2 Architecturally deferred; storage migration
BC-0750,other,ALL,V1 voiced NPC dialogue non-goal,FUTURE,esp,FUTURE,"1.0/V2 tier; tracked, not gated.","V1 must ship no voiced NPC dialogue; all NPC spoken dialogue (Phase 11 privilege/restoration/recognition families, Arngeir/Kynareth pilot, Phase 18 Nord recognition quartet Froki/Heimskr/Andurs/Aela, and 39 PDV_Dlog_*_Recognition stubs) is deferred to V2.",PDV_Architecture_v3.md Section21.3 Explicit non-goals for 1.0
BC-0751,other,ALL,Vanilla shrine activator script replacement,FUTURE,esp,FUTURE,"1.0/V2 tier; tracked, not gated.",PDV must not replace vanilla shrine activator base scripts; prefer per-reference co-attachment or overlay receiver patterns.,PDV_Architecture_v3.md Section21.3; Section9.4
BC-0752,other,Altmer,Runil recognition (Altmer Auri-El crisis/recovery),FUTURE,esp,FUTURE,"1.0/V2 tier; tracked, not gated.",Runil as Altmer Auri-El crisis/recovery recognition NPC is deferred to V2; V1 uses Survey/status or another non-voiced fallback surface.,PDV_Architecture_v3.md Sectionv3.72 addendum; PDV_TargetEndStates_1.0.md Voiced Content Scope section
BC-0754,other,Altmer,Talos/Thalmor Altmer crisis row,FUTURE,data,FUTURE,"1.0/V2 tier; tracked, not gated.",Talos/Thalmor contradiction must remain deferred as an optional additional crisis row for Altmer; it is not part of the current four-row crisis list and must not be implemented until explicitly restored.,PDV_Architecture_v3.md Sectionv3.72/v3.74 addendum; references/authoring/PDV_PreBetaRaceGateLedger.md Altmer content-lock reconciliation
BC-0756,other,Bosmer,Green Pact per-item feedback (tag layer Section17.7a),FUTURE,data,FUTURE,"1.0/V2 tier; tracked, not gated.","Full Green Pact per-item feedback (item tagging for plant-based consumables, firewood, flora, potions, and ingredients) is deferred until Living Story/Exchange/Bandit Road path hook proof is complete; broad plant detection must not ship without tag evidence.",PDV_TargetEndStates_1.0.md 1.0 Acceptance Tracker deferred-with-dependency note; references/authoring/PDV_PreBetaRaceGateLedger.md Bosmer rejected hooks
BC-0758,other,Dunmer,Dunmer full wiring (P2 audit-only lane),FUTURE,data,FUTURE,"1.0/V2 tier; tracked, not gated.","Dunmer full Reclamation focus wiring, portable ash-prayer/home rite hook contracts, and deviation-price runtime proof are deferred until P1 scaling spine delivers stack evidence.",references/authoring/PDV_PreBetaRaceGateLedger.md Dunmer; references/authoring/PDV_PreBetaRaceScalingSpine.md
BC-0759,other,Imperial,Imperial full wiring (P2 audit-only lane),FUTURE,data,FUTURE,"1.0/V2 tier; tracked, not gated.","Imperial full civic service hook contracts, public/private Talos pressure proof, and focused-patron civic hook wiring are deferred until P1 scaling spine delivers stack evidence.",references/authoring/PDV_PreBetaRaceGateLedger.md Imperial; references/authoring/PDV_PreBetaRaceScalingSpine.md
BC-0762,other,Nord,Froki/Heimskr/Andurs/Aela recognition dialogue,FUTURE,esp,FUTURE,"1.0/V2 tier; tracked, not gated.","The four Phase 18 Nord NPC recognition dialogue chains (Froki, Heimskr, Andurs, Aela) must be disabled or removed from the V1 release ESP; their verifier assertions move to V2 scope.",PDV_TargetEndStates_1.0.md Phase 18A/B runtime closeout; PDV_Architecture_v3.md Section21.3
BC-0763,other,Nord,Nord full stack audit (P2 audit-only lane),FUTURE,data,FUTURE,"1.0/V2 tier; tracked, not gated.","Nord full dense-hook rejection audit, Hircine/Kyne/Talos stack check, and over-trigger evidence are deferred until stack snapshots and immersive hook proof are recorded.",references/authoring/PDV_PreBetaRaceGateLedger.md Nord; references/authoring/PDV_PreBetaRaceScalingSpine.md
BC-0001,signal_channel,ALL,All 16 Daedric Princes,BETA,esp,PASS,All checkable identifiers present.,"A generic-source silence probe (PDV_REFR_Daedric_GenericSilenceProbe_QASmoke, route-201) must exist and return silence when triggered, confirming no generic-source leakage fires a Daedric commitment signal.","PDV_AllRaceDaedricBetaReadinessLedger.md, Evidence Baseline 'Daedric controlled sender surface'"
BC-0002,signal_channel,ALL,Azura,BETA,esp,PASS,All checkable identifiers present.,Azura organic commitment signal must fire at DA01 quest stage 100 (The Black Star completion) and route through PDV_FLST_Daedric_AzuraLiveSources FormList.,"PDV_AllRaceDaedricBetaReadinessLedger.md, Evidence Baseline 'Daedric exact organic live senders'"
BC-0003,signal_channel,ALL,Boethiah,BETA,esp,PASS,All checkable identifiers present.,Boethiah organic commitment signal must fire at DA02 quest stage 100 (Boethiah's Calling completion) and route through PDV_FLST_Daedric_BoethiahLiveSources FormList wired on PDV_PlayerEvents alias.,"PDV_AllRaceDaedricBetaReadinessLedger.md, Evidence Baseline 'Daedric exact organic live senders'; Ledger batch table 'Pilot already drafted' row"
BC-0004,signal_channel,ALL,Clavicus Vile,BETA,esp,PASS,All checkable identifiers present.,Clavicus Vile organic commitment signal must fire at DA03 quest stage 200 (A Daedra's Best Friend completion) and route through PDV_FLST_Daedric_ClavicusLiveSources FormList.,"PDV_AllRaceDaedricBetaReadinessLedger.md, Evidence Baseline 'Daedric exact organic live senders'"
BC-0005,signal_channel,ALL,Hermaeus Mora,BETA,esp,PASS,All checkable identifiers present.,Hermaeus Mora organic commitment signal must fire at DA04 quest stage 100 (Discerning the Transmundane/Oghma Infinium completion) and route through PDV_FLST_Daedric_HermaeusLiveSources FormList.,"PDV_AllRaceDaedricBetaReadinessLedger.md, Evidence Baseline 'Daedric exact organic live senders'"
BC-0006,signal_channel,ALL,Hircine,BETA,esp,PASS,All checkable identifiers present.,"Hircine organic commitment signal must fire at DA05 quest stage 100 (Ill Met by Moonlight completion / lycanthropy acquisition) and route through PDV_FLST_Daedric_HircineLiveSources FormList; curse-access path, no standard pact counting.","PDV_AllRaceDaedricBetaReadinessLedger.md, Evidence Baseline 'Daedric exact organic live senders'; PDV_Daedric_DecisionPacket_CAT4.md D-16.3"
BC-0007,signal_channel,ALL,Malacath,BETA,esp,PASS,All checkable identifiers present.,Malacath organic commitment signal must fire at DA06 quest stage 200 (The Cursed Tribe completion) and route through PDV_FLST_Daedric_MalacathLiveSources FormList.,"PDV_AllRaceDaedricBetaReadinessLedger.md, Evidence Baseline 'Daedric exact organic live senders'"
BC-0008,signal_channel,ALL,Mehrunes Dagon,BETA,esp,PASS,All checkable identifiers present.,Mehrunes Dagon organic commitment signal must fire at DA07 quest stage 100 (Pieces of the Past completion) and route through PDV_FLST_Daedric_DagonLiveSources FormList.,"PDV_AllRaceDaedricBetaReadinessLedger.md, Evidence Baseline 'Daedric exact organic live senders'"
BC-0009,signal_channel,ALL,Mephala,BETA,esp,PASS,All checkable identifiers present.,Mephala organic commitment signal must fire at DA08 quest stage 60 (Whispering Door/Ebony Blade threshold) and route through PDV_FLST_Daedric_MephalaLiveSources FormList.,"PDV_AllRaceDaedricBetaReadinessLedger.md, Evidence Baseline 'Daedric exact organic live senders'"
BC-0010,signal_channel,ALL,Meridia,BETA,esp,PASS,All checkable identifiers present.,Meridia organic commitment signal must fire at DA09 quest stage 500 (The Break of Dawn completion) and route through PDV_FLST_Daedric_MeridiaLiveSources FormList.,"PDV_AllRaceDaedricBetaReadinessLedger.md, Evidence Baseline 'Daedric exact organic live senders'"
BC-0011,signal_channel,ALL,Molag Bal,BETA,esp,PASS,All checkable identifiers present.,Molag Bal organic commitment signal must fire at DA10 quest stage 200 (House of Horrors completion/vampirism threshold) and route through PDV_FLST_Daedric_MolagLiveSources FormList.,"PDV_AllRaceDaedricBetaReadinessLedger.md, Evidence Baseline 'Daedric exact organic live senders'"
BC-0012,signal_channel,ALL,Namira,BETA,esp,PASS,All checkable identifiers present.,Namira organic commitment signal must fire at DA11 quest stage 100 (Taste of Death completion) and route through PDV_FLST_Daedric_NamiraLiveSources FormList.,"PDV_AllRaceDaedricBetaReadinessLedger.md, Evidence Baseline 'Daedric exact organic live senders'"
BC-0013,signal_channel,ALL,Nocturnal,BETA,esp,PASS,All checkable identifiers present.,Nocturnal organic commitment signal must fire at TG09 quest stage 200 (Thieves Guild/Nightingale oath completion) and route through PDV_FLST_Daedric_NocturnalLiveSources FormList; must not count toward Oblivion Walker.,"PDV_AllRaceDaedricBetaReadinessLedger.md, Evidence Baseline 'Daedric exact organic live senders'; PDV_Daedric_DecisionPacket_CAT4.md Batch 2 note"
BC-0014,signal_channel,ALL,Peryite,BETA,esp,PASS,All checkable identifiers present.,Peryite organic commitment signal must fire at DA13 quest stage 100 (The Only Cure completion) and route through PDV_FLST_Daedric_PeryiteLiveSources FormList.,"PDV_AllRaceDaedricBetaReadinessLedger.md, Evidence Baseline 'Daedric exact organic live senders'"
BC-0017,signal_channel,ALL,quest-reaction wiring - race-stance modulation,BETA,source,PASS,All checkable identifiers present and reachability clean.,Every quest-reaction piety pulse must be modulated by the player's race-stance toward the reacting deity: NATIVE = full gain/loss; FOREIGN/TOLERATED = dampened; TABOO/HOSTILE = approving act becomes stigma/penalty; CURSE-ACCESS = handled by curse layer only.,PDV_QuestReactionMatrix.md - Part C2 Race-stance modulation (CRITICAL)
BC-0018,signal_channel,ALL,Sanguine,BETA,esp,PASS,All checkable identifiers present.,Sanguine organic commitment signal must fire at DA14 quest stage 200 (A Night to Remember completion) and route through PDV_FLST_Daedric_SanguineLiveSources FormList.,"PDV_AllRaceDaedricBetaReadinessLedger.md, Evidence Baseline 'Daedric exact organic live senders'"
BC-0019,signal_channel,ALL,Sheogorath,BETA,esp,PASS,All checkable identifiers present.,Sheogorath organic commitment signal must fire at DA15 quest stage 200 (The Mind of Madness completion) and route through PDV_FLST_Daedric_SheogorathLiveSources FormList.,"PDV_AllRaceDaedricBetaReadinessLedger.md, Evidence Baseline 'Daedric exact organic live senders'"
BC-0022,signal_channel,ALL,Vaermina,BETA,esp,PASS,All checkable identifiers present.,Vaermina organic commitment signal must fire at DA16 quest stage 190 (Waking Nightmare completion) and route through PDV_FLST_Daedric_VaerminaLiveSources FormList.,"PDV_AllRaceDaedricBetaReadinessLedger.md, Evidence Baseline 'Daedric exact organic live senders'"
BC-0024,signal_channel,Altmer,Auri-El dawn,BETA,source,PASS,All checkable identifiers present and reachability clean.,Auri-El dawn acknowledgment must generate the live Altmer foundation signal once per dawn for Altmer origin before piety consolidation; this is Layer 1 always-active foundation.,PDV_RaceDesign_Altmer.md -- Positive income tags and hooks; live beta implementation uses Auri-El SIGNAL_DAWN_ACKNOWLEDGMENT
